6.774436235427856445e-01,7.012531161308288574e-01,6.746867299079895020e-01,6.696741580963134766e-01,6.877192854881286621e-01,6.651629209518432617e-01,7.255638837814331055e-01,7.115288376808166504e-01,6.761904954910278320e-01,6.864661574363708496e-01
7.754386067390441895e-01,7.884711623191833496e-01,7.789473533630371094e-01,8.215538859367370605e-01,7.734335660934448242e-01,8.010025024414062500e-01,8.413533568382263184e-01,8.556391000747680664e-01,7.912280559539794922e-01,8.433583974838256836e-01
8.421052694320678711e-01,8.195488452911376953e-01,8.496240377426147461e-01,8.739348649978637695e-01,8.350877165794372559e-01,8.503759503364562988e-01,8.766917586326599121e-01,9.015037417411804199e-01,8.586466312408447266e-01,8.686716556549072266e-01
8.639097809791564941e-01,8.583959937095642090e-01,8.874686956405639648e-01,8.999999761581420898e-01,8.619047403335571289e-01,8.827067613601684570e-01,9.042606353759765625e-01,9.233082532882690430e-01,8.872180581092834473e-01,8.814536333084106445e-01
8.852130174636840820e-01,8.832080364227294922e-01,9.067668914794921875e-01,9.117794632911682129e-01,8.952381014823913574e-01,9.080200791358947754e-01,9.147869944572448730e-01,9.338346123695373535e-01,8.977443575859069824e-01,8.952381014823913574e-01
9.045112729072570801e-01,8.999999761581420898e-01,9.165413379669189453e-01,9.200501441955566406e-01,9.110275506973266602e-01,9.130325913429260254e-01,9.255639314651489258e-01,9.363408684730529785e-01,9.037594199180603027e-01,9.050125479698181152e-01
9.127819538116455078e-01,9.077694416046142578e-01,9.215539097785949707e-01,9.263157844543457031e-01,9.150375723838806152e-01,9.203007221221923828e-01,9.275689125061035156e-01,9.375939965248107910e-01,9.085212945938110352e-01,9.142857193946838379e-01
9.165413379669189453e-01,9.142857193946838379e-01,9.260651469230651855e-01,9.265664219856262207e-01,9.228070378303527832e-01,9.235588908195495605e-01,9.345864653587341309e-01,9.438596367835998535e-01,9.077694416046142578e-01,9.157894849777221680e-01
9.215539097785949707e-01,9.218044877052307129e-01,9.293233156204223633e-01,9.330826997756958008e-01,9.303258061408996582e-01,9.298245906829833984e-01,9.358395934104919434e-01,9.418546557426452637e-01,9.135338068008422852e-01,9.215539097785949707e-01
9.268170595169067383e-01,9.238095283508300781e-01,9.355889558792114258e-01,9.345864653587341309e-01,9.348371028900146484e-01,9.338346123695373535e-01,9.416040182113647461e-01,9.483709335327148438e-01,9.190475940704345703e-01,9.213032722473144531e-01
9.290726780891418457e-01,9.288220405578613281e-01,9.428571462631225586e-01,9.390977621078491211e-01,9.363408684730529785e-01,9.370927214622497559e-01,9.453634023666381836e-01,9.563909769058227539e-01,9.233082532882690430e-01,9.208019971847534180e-01
9.330826997756958008e-01,9.293233156204223633e-01,9.406015276908874512e-01,9.383458495140075684e-01,9.378446340560913086e-01,9.413533806800842285e-01,9.451127648353576660e-01,9.556391239166259766e-01,9.233082532882690430e-01,9.248120188713073730e-01
9.315789341926574707e-01,9.348371028900146484e-01,9.451127648353576660e-01,9.408521056175231934e-01,9.406015276908874512e-01,9.393483996391296387e-01,9.488722085952758789e-01,9.568922519683837891e-01,9.228070378303527832e-01,9.238095283508300781e-01
9.355889558792114258e-01,9.343358278274536133e-01,9.486215710639953613e-01,9.423558712005615234e-01,9.486215710639953613e-01,9.411027431488037109e-01,9.501253366470336914e-01,9.563909769058227539e-01,9.280701875686645508e-01,9.278195500373840332e-01
9.373433589935302734e-01,9.340851902961730957e-01,9.461153149604797363e-01,9.403508901596069336e-01,9.481202960014343262e-01,9.438596367835998535e-01,9.526315927505493164e-01,9.566416144371032715e-01,9.338346123695373535e-01,9.265664219856262207e-01
9.438596367835998535e-01,9.438596367835998535e-01,9.488722085952758789e-01,9.491227865219116211e-01,9.468671679496765137e-01,9.446115493774414062e-01,9.521303176879882812e-01,9.556391239166259766e-01,9.360902309417724609e-01,9.313282966613769531e-01
9.428571462631225586e-01,9.443609118461608887e-01,9.508771896362304688e-01,9.501253366470336914e-01,9.488722085952758789e-01,9.493734240531921387e-01,9.536340832710266113e-01,9.581453800201416016e-01,9.385964870452880859e-01,9.310777187347412109e-01
9.476190209388732910e-01,9.441102743148803711e-01,9.543859362602233887e-01,9.508771896362304688e-01,9.566416144371032715e-01,9.481202960014343262e-01,9.538847208023071289e-01,9.616541266441345215e-01,9.446115493774414062e-01,9.348371028900146484e-01
9.436089992523193359e-01,9.493734240531921387e-01,9.568922519683837891e-01,9.521303176879882812e-01,9.561403393745422363e-01,9.491227865219116211e-01,9.558897018432617188e-01,9.639097452163696289e-01,9.468671679496765137e-01,9.280701875686645508e-01
9.483709335327148438e-01,9.521303176879882812e-01,9.576441049575805664e-01,9.556391239166259766e-01,9.604009985923767090e-01,9.488722085952758789e-01,9.578947424888610840e-01,9.598997235298156738e-01,9.506265521049499512e-01,9.348371028900146484e-01
9.498746991157531738e-01,9.521303176879882812e-01,9.533834457397460938e-01,9.528822302818298340e-01,9.591478705406188965e-01,9.518796801567077637e-01,9.593985080718994141e-01,9.596491456031799316e-01,9.511278271675109863e-01,9.370927214622497559e-01
9.463658928871154785e-01,9.528822302818298340e-01,9.556391239166259766e-01,9.536340832710266113e-01,9.561403393745422363e-01,9.541353583335876465e-01,9.604009985923767090e-01,9.624060392379760742e-01,9.563909769058227539e-01,9.353383183479309082e-01
9.513784646987915039e-01,9.538847208023071289e-01,9.588972330093383789e-01,9.568922519683837891e-01,9.583960175514221191e-01,9.498746991157531738e-01,9.573934674263000488e-01,9.646616578102111816e-01,9.576441049575805664e-01,9.413533806800842285e-01
