5.767907500267028809e-01,6.525232791900634766e-01,5.717961192131042480e-01,5.792654752731323242e-01,5.649508237838745117e-01,6.181274652481079102e-01,5.821637511253356934e-01,5.858920812606811523e-01,5.614022612571716309e-01,5.708093643188476562e-01
4.875017702579498291e-01,4.826884269714355469e-01,4.647069275379180908e-01,4.722051322460174561e-01,4.596588313579559326e-01,5.038049221038818359e-01,4.792296886444091797e-01,4.808482527732849121e-01,4.492104947566986084e-01,4.487077295780181885e-01
4.594928622245788574e-01,3.815619647502899170e-01,4.180867373943328857e-01,4.168091416358947754e-01,4.035921692848205566e-01,4.340639710426330566e-01,4.316374361515045166e-01,4.418500661849975586e-01,3.976380527019500732e-01,3.973951637744903564e-01
4.225116670131683350e-01,3.605936765670776367e-01,3.787399232387542725e-01,3.824146389961242676e-01,3.700550496578216553e-01,3.927292525768280029e-01,4.042547941207885742e-01,4.094271659851074219e-01,3.725858628749847412e-01,3.672195076942443848e-01
3.781492114067077637e-01,3.364768028259277344e-01,3.617718219757080078e-01,3.575749695301055908e-01,3.513783812522888184e-01,3.634182512760162354e-01,3.766975700855255127e-01,3.976097106933593750e-01,3.479419350624084473e-01,3.413660824298858643e-01
3.481535017490386963e-01,3.211253881454467773e-01,3.342348933219909668e-01,3.371505439281463623e-01,3.383112251758575439e-01,3.428063392639160156e-01,3.702372908592224121e-01,3.880374133586883545e-01,3.320719599723815918e-01,3.186416029930114746e-01
3.184950351715087891e-01,3.153959512710571289e-01,3.262017071247100830e-01,3.244688808917999268e-01,3.076403737068176270e-01,3.346814215183258057e-01,3.530927002429962158e-01,3.731367588043212891e-01,3.084061145782470703e-01,3.056680560111999512e-01
2.979621589183807373e-01,2.976999580860137939e-01,3.157240152359008789e-01,3.120245635509490967e-01,2.965594232082366943e-01,3.185620009899139404e-01,3.439851105213165283e-01,3.596699535846710205e-01,3.104490339756011963e-01,3.029758930206298828e-01
2.753857672214508057e-01,3.013466596603393555e-01,3.167995810508728027e-01,2.957558631896972656e-01,2.856801748275756836e-01,3.042806684970855713e-01,3.368875682353973389e-01,3.586000502109527588e-01,2.917407155036926270e-01,2.911040782928466797e-01
2.794125676155090332e-01,2.900257408618927002e-01,3.109104931354522705e-01,2.829958498477935791e-01,2.747692167758941650e-01,3.050068616867065430e-01,3.341781795024871826e-01,3.541492819786071777e-01,2.839985489845275879e-01,2.757979631423950195e-01
2.674000263214111328e-01,2.811668813228607178e-01,3.005247116088867188e-01,2.875472009181976318e-01,2.789098322391510010e-01,2.952659428119659424e-01,3.258371949195861816e-01,3.385929465293884277e-01,2.773303985595703125e-01,2.722057998180389404e-01
2.650725543498992920e-01,2.729266285896301270e-01,2.949852645397186279e-01,2.769759297370910645e-01,2.706057429313659668e-01,2.894350886344909668e-01,3.164813816547393799e-01,3.298818171024322510e-01,2.688753306865692139e-01,2.622007727622985840e-01
2.588996291160583496e-01,2.748708426952362061e-01,2.960839569568634033e-01,2.701271772384643555e-01,2.583658695220947266e-01,2.833027541637420654e-01,3.079144060611724854e-01,3.147126138210296631e-01,2.703986167907714844e-01,2.613680064678192139e-01
2.447068840265274048e-01,2.582453787326812744e-01,2.937338054180145264e-01,2.634369432926177979e-01,2.550502717494964600e-01,2.830558717250823975e-01,3.054702281951904297e-01,3.151583373546600342e-01,2.716094553470611572e-01,2.462700456380844116e-01
2.433790862560272217e-01,2.560739815235137939e-01,2.864636778831481934e-01,2.537190914154052734e-01,2.602058947086334229e-01,2.718131840229034424e-01,2.998389303684234619e-01,3.016522228717803955e-01,2.517204582691192627e-01,2.450420260429382324e-01
2.384583503007888794e-01,2.413507401943206787e-01,2.774232029914855957e-01,2.508644461631774902e-01,2.515557110309600830e-01,2.570339739322662354e-01,2.889312207698822021e-01,2.924754619598388672e-01,2.604569792747497559e-01,2.375630736351013184e-01
2.261433452367782593e-01,2.345106750726699829e-01,2.751914560794830322e-01,2.441977262496948242e-01,2.387951016426086426e-01,2.612307667732238770e-01,2.917327284812927246e-01,2.986409664154052734e-01,2.486187219619750977e-01,2.314193546772003174e-01
