6.602975130081176758e-01,6.621633768081665039e-01,6.665219068527221680e-01,6.624180078506469727e-01,6.673145294189453125e-01,6.636933684349060059e-01,6.591472029685974121e-01,6.663606166839599609e-01,6.607449650764465332e-01,6.645703911781311035e-01
6.065970063209533691e-01,6.230298280715942383e-01,6.340929865837097168e-01,6.259221434593200684e-01,6.228237152099609375e-01,6.201419830322265625e-01,6.056978702545166016e-01,6.330245733261108398e-01,6.176736950874328613e-01,6.181275844573974609e-01
5.612201690673828125e-01,5.764259696006774902e-01,5.861375331878662109e-01,5.834338068962097168e-01,5.844756960868835449e-01,5.768281221389770508e-01,5.637670159339904785e-01,5.816207528114318848e-01,5.809667706489562988e-01,5.810300707817077637e-01
5.155818462371826172e-01,5.397294759750366211e-01,5.518051981925964355e-01,5.388145446777343750e-01,5.433836579322814941e-01,5.463199019432067871e-01,5.297350883483886719e-01,5.302253961563110352e-01,5.540786385536193848e-01,5.359044075012207031e-01
4.823631942272186279e-01,5.043251514434814453e-01,5.218313932418823242e-01,5.001816153526306152e-01,5.051525831222534180e-01,5.125401616096496582e-01,4.933805763721466064e-01,4.882246851921081543e-01,5.170624852180480957e-01,4.919922649860382080e-01
4.459813237190246582e-01,4.645017981529235840e-01,4.929577410221099854e-01,4.511099457740783691e-01,4.810508489608764648e-01,4.677151739597320557e-01,4.585693478584289551e-01,4.448098838329315186e-01,4.834500253200531006e-01,4.600827395915985107e-01
4.105025529861450195e-01,4.426256418228149414e-01,4.657295346260070801e-01,4.240075647830963135e-01,4.493732154369354248e-01,4.446392953395843506e-01,4.305270314216613770e-01,4.028374552726745605e-01,4.566176235675811768e-01,4.274129867553710938e-01
3.953255712985992432e-01,4.155511558055877686e-01,4.401864409446716309e-01,3.869330883026123047e-01,4.293405711650848389e-01,4.097514152526855469e-01,3.947146534919738770e-01,3.673235476016998291e-01,4.249921441078186035e-01,3.987263143062591553e-01
3.597875535488128662e-01,3.907986283302307129e-01,4.214896261692047119e-01,3.555991649627685547e-01,3.922215402126312256e-01,3.937709331512451172e-01,3.788328468799591064e-01,3.483645021915435791e-01,3.953177928924560547e-01,3.608312904834747314e-01
3.342243731021881104e-01,3.636616468429565430e-01,4.026730358600616455e-01,3.314552903175354004e-01,3.804278671741485596e-01,3.691191375255584717e-01,3.495880961418151855e-01,3.133643269538879395e-01,3.706457018852233887e-01,3.478011190891265869e-01
3.199941515922546387e-01,3.510233163833618164e-01,3.745833337306976318e-01,3.049144446849822998e-01,3.646286427974700928e-01,3.441250324249267578e-01,3.339070677757263184e-01,2.964161932468414307e-01,3.529396355152130127e-01,3.167023956775665283e-01
3.114042878150939941e-01,3.311979174613952637e-01,3.527961075305938721e-01,2.865482270717620850e-01,3.456038236618041992e-01,3.307265639305114746e-01,3.132863044738769531e-01,2.866501510143280029e-01,3.324894607067108154e-01,3.111945092678070068e-01
2.868636250495910645e-01,3.141010105609893799e-01,3.491818606853485107e-01,2.870380878448486328e-01,3.286489546298980713e-01,3.070770204067230225e-01,3.124276697635650635e-01,2.575845420360565186e-01,3.149282336235046387e-01,2.967629432678222656e-01
2.849882543087005615e-01,3.021925985813140869e-01,3.241617679595947266e-01,2.680741846561431885e-01,3.195403218269348145e-01,2.908252775669097900e-01,2.895774841308593750e-01,2.345471531152725220e-01,2.948078215122222900e-01,2.791050374507904053e-01
2.619995772838592529e-01,2.964233160018920898e-01,3.086860477924346924e-01,2.467354685068130493e-01,3.046654462814331055e-01,2.870824038982391357e-01,2.929637432098388672e-01,2.312781810760498047e-01,2.897257506847381592e-01,2.507302165031433105e-01
2.531276941299438477e-01,2.757900953292846680e-01,2.993289232254028320e-01,2.433828264474868774e-01,2.913200855255126953e-01,2.717291414737701416e-01,2.724063098430633545e-01,2.205465286970138550e-01,2.764569222927093506e-01,2.616248428821563721e-01
2.501230835914611816e-01,2.721816003322601318e-01,2.867043912410736084e-01,2.295920103788375854e-01,2.761554121971130371e-01,2.633908092975616455e-01,2.634015083312988281e-01,2.127096205949783325e-01,2.688723802566528320e-01,2.579188942909240723e-01
2.386063635349273682e-01,2.505681514739990234e-01,2.739527821540832520e-01,2.160307914018630981e-01,2.728322744369506836e-01,2.536448240280151367e-01,2.643334567546844482e-01,1.987255513668060303e-01,2.580349147319793701e-01,2.405174821615219116e-01
2.233524471521377563e-01,2.480070590972900391e-01,2.713783979415893555e-01,2.238691151142120361e-01,2.598098814487457275e-01,2.477450221776962280e-01,2.463922202587127686e-01,1.897159963846206665e-01,2.469504773616790771e-01,2.302420437335968018e-01
2.177281826734542847e-01,2.528022229671478271e-01,2.733613252639770508e-01,2.008718848228454590e-01,2.601830065250396729e-01,2.403711974620819092e-01,2.408668696880340576e-01,1.825988292694091797e-01,2.455248981714248657e-01,2.053989768028259277e-01
2.123175561428070068e-01,2.377162277698516846e-01,2.508365213871002197e-01,1.914707720279693604e-01,2.553793191909790039e-01,2.370782792568206787e-01,2.361841797828674316e-01,1.825947612524032593e-01,2.346169799566268921e-01,2.259278297424316406e-01
1.942476332187652588e-01,2.321056425571441650e-01,2.462929338216781616e-01,1.882999688386917114e-01,2.365471720695495605e-01,2.206365466117858887e-01,2.414661496877670288e-01,1.688146740198135376e-01,2.264985740184783936e-01,2.070443779230117798e-01
1.974817067384719849e-01,2.295383214950561523e-01,2.466983348131179810e-01,1.920039802789688110e-01,2.391875535249710083e-01,2.236161679029464722e-01,2.289035767316818237e-01,1.566184908151626587e-01,2.200266569852828979e-01,2.040933519601821899e-01
